state,yr,qtr,index_sa
GA,1996,1,116.27
GA,1996,2,117.38
GA,1996,3,118.47
GA,1996,4,119.06
GA,1997,1,120.95
GA,1997,2,121.92
GA,1997,3,123.35
GA,1997,4,124.97
GA,1998,1,126.82
GA,1998,2,128.80
GA,1998,3,130.89
GA,1998,4,133.04
GA,1999,1,135.64
GA,1999,2,137.75
GA,1999,3,140.57
GA,1999,4,142.65
GA,2000,1,144.83
GA,2000,2,147.54
GA,2000,3,149.31
GA,2000,4,151.68
GA,2001,1,153.75
GA,2001,2,155.90
GA,2001,3,157.37
GA,2001,4,159.05
GA,2002,1,161.48
GA,2002,2,161.89
GA,2002,3,163.93
GA,2002,4,166.34
GA,2003,1,168.09
GA,2003,2,168.68
GA,2003,3,170.31
GA,2003,4,171.06
GA,2004,1,172.79
GA,2004,2,174.60
GA,2004,3,176.77
GA,2004,4,178.84
GA,2005,1,181.48
GA,2005,2,184.30
GA,2005,3,187.21
GA,2005,4,191.35
GA,2006,1,193.43
GA,2006,2,195.18
GA,2006,3,196.12
GA,2006,4,199.68
GA,2007,1,200.44
GA,2007,2,202.09
GA,2007,3,198.81
GA,2007,4,197.57
GA,2008,1,194.12
GA,2008,2,189.95
GA,2008,3,185.53
GA,2008,4,176.94
GA,2009,1,178.86
GA,2009,2,173.13
GA,2009,3,175.33
GA,2009,4,172.09
GA,2010,1,164.97
GA,2010,2,167.37
GA,2010,3,158.39
GA,2010,4,153.26
GA,2011,1,151.88
GA,2011,2,147.35
GA,2011,3,148.28
GA,2011,4,150.26
GA,2012,1,148.81
GA,2012,2,154.18
GA,2012,3,157.20
GA,2012,4,160.52
GA,2013,1,167.23
GA,2013,2,170.89
GA,2013,3,174.50
GA,2013,4,178.76
HI,1991,1,100.00
HI,1991,2,97.78
HI,1991,3,99.58
HI,1991,4,98.37
HI,1992,1,102.69
HI,1992,2,98.06
HI,1992,3,101.91
HI,1992,4,102.15
HI,1993,1,101.53
HI,1993,2,103.23
HI,1993,3,99.14
HI,1993,4,100.20
HI,1994,1,98.73
HI,1994,2,100.14
HI,1994,3,99.66
HI,1994,4,98.49
HI,1995,1,99.33
HI,1995,2,95.11
HI,1995,3,95.55
HI,1995,4,95.30
HI,1996,1,90.32
HI,1996,2,94.01
HI,1996,3,89.92
HI,1996,4,89.49
HI,1997,1,83.17
HI,1997,2,83.15
HI,1997,3,83.56
HI,1997,4,82.11
HI,1998,1,83.90
HI,1998,2,84.99
HI,1998,3,82.67
HI,1998,4,83.13
HI,1999,1,85.06
HI,1999,2,82.56
HI,1999,3,83.41
HI,1999,4,85.67
HI,2000,1,90.11
HI,2000,2,89.31
HI,2000,3,89.88
HI,2000,4,92.76
HI,2001,1,96.29
HI,2001,2,98.44
HI,2001,3,100.04
HI,2001,4,102.26
HI,2002,1,102.68
HI,2002,2,107.70
HI,2002,3,111.36
HI,2002,4,113.96
HI,2003,1,118.12
HI,2003,2,120.22
HI,2003,3,129.53
HI,2003,4,137.69
HI,2004,1,142.56
HI,2004,2,154.06
HI,2004,3,165.37
HI,2004,4,169.52
HI,2005,1,179.44
HI,2005,2,193.05
HI,2005,3,204.21
HI,2005,4,204.21
HI,2006,1,215.01
HI,2006,2,211.53
HI,2006,3,210.56
HI,2006,4,215.43
HI,2007,1,217.19
HI,2007,2,214.50
HI,2007,3,213.70
HI,2007,4,209.74
HI,2008,1,208.74
HI,2008,2,208.06
HI,2008,3,199.30
HI,2008,4,203.06
HI,2009,1,198.65
HI,2009,2,183.19
HI,2009,3,188.13
HI,2009,4,182.50
HI,2010,1,180.22
HI,2010,2,180.55
HI,2010,3,175.47
HI,2010,4,176.78
HI,2011,1,160.48
HI,2011,2,171.16
HI,2011,3,174.35
HI,2011,4,167.58
HI,2012,1,174.61
HI,2012,2,183.00
HI,2012,3,182.87
HI,2012,4,192.98
HI,2013,1,197.09
HI,2013,2,197.44
HI,2013,3,201.99
HI,2013,4,208.29
IA,1991,1,100.00
IA,1991,2,100.80
IA,1991,3,101.50
IA,1991,4,102.76
IA,1992,1,103.83
IA,1992,2,106.20
IA,1992,3,107.30
IA,1992,4,108.57
IA,1993,1,111.10
IA,1993,2,112.51
IA,1993,3,114.83
IA,1993,4,117.90
IA,1994,1,119.11
IA,1994,2,120.04
IA,1994,3,121.92
IA,1994,4,122.67
IA,1995,1,123.86
IA,1995,2,125.71
IA,1995,3,127.55
IA,1995,4,128.75
IA,1996,1,130.49
IA,1996,2,131.48
IA,1996,3,132.64
IA,1996,4,133.39
IA,1997,1,134.32
IA,1997,2,135.66
IA,1997,3,136.35
IA,1997,4,138.02
IA,1998,1,139.81
IA,1998,2,141.54
IA,1998,3,143.08
IA,1998,4,146.49
IA,1999,1,146.69
IA,1999,2,149.29
IA,1999,3,150.55
IA,1999,4,152.44
IA,2000,1,154.05
IA,2000,2,155.22
IA,2000,3,157.30
IA,2000,4,157.68
IA,2001,1,159.68
IA,2001,2,161.09
IA,2001,3,162.17
IA,2001,4,163.87
IA,2002,1,164.91
IA,2002,2,166.63
IA,2002,3,168.45
IA,2002,4,170.27
IA,2003,1,171.81
IA,2003,2,172.93
IA,2003,3,174.98
IA,2003,4,176.21
IA,2004,1,178.23
IA,2004,2,180.56
IA,2004,3,182.25
IA,2004,4,185.52
IA,2005,1,185.57
IA,2005,2,189.52
IA,2005,3,189.22
IA,2005,4,191.49
IA,2006,1,193.73
IA,2006,2,195.55
IA,2006,3,196.10
IA,2006,4,196.72
IA,2007,1,198.62
IA,2007,2,199.09
IA,2007,3,200.41
IA,2007,4,199.18
IA,2008,1,199.41
IA,2008,2,197.67
IA,2008,3,196.38
IA,2008,4,197.39
IA,2009,1,195.64
IA,2009,2,195.17
IA,2009,3,196.81
IA,2009,4,196.24
IA,2010,1,196.40
IA,2010,2,197.17
IA,2010,3,191.48
IA,2010,4,195.28
IA,2011,1,189.58
IA,2011,2,192.06
IA,2011,3,193.78
IA,2011,4,193.66
IA,2012,1,198.47
IA,2012,2,196.11
IA,2012,3,198.15
IA,2012,4,199.67
IA,2013,1,201.22
IA,2013,2,204.64
IA,2013,3,206.24
IA,2013,4,209.29
ID,1991,1,100.00
ID,1991,2,100.56
ID,1991,3,102.54
ID,1991,4,105.34
ID,1992,1,106.96
ID,1992,2,109.40
ID,1992,3,111.03
ID,1992,4,114.07
ID,1993,1,116.87
ID,1993,2,118.16
ID,1993,3,123.08
ID,1993,4,124.46
ID,1994,1,126.43
ID,1994,2,129.76
ID,1994,3,131.86
ID,1994,4,132.71
ID,1995,1,134.46
ID,1995,2,135.04
ID,1995,3,136.01
ID,1995,4,136.62
ID,1996,1,137.13
ID,1996,2,137.36
ID,1996,3,138.12
ID,1996,4,139.35
ID,1997,1,139.42
ID,1997,2,139.95
ID,1997,3,141.02
ID,1997,4,141.53
ID,1998,1,142.53
ID,1998,2,143.56
ID,1998,3,144.18
ID,1998,4,145.08
ID,1999,1,146.30
ID,1999,2,147.58
ID,1999,3,148.17
ID,1999,4,150.08
ID,2000,1,151.20
ID,2000,2,151.57
ID,2000,3,151.02
ID,2000,4,154.79
ID,2001,1,156.24
ID,2001,2,157.27
ID,2001,3,158.33
ID,2001,4,158.97
ID,2002,1,159.72
ID,2002,2,162.34
ID,2002,3,163.25
ID,2002,4,165.32
ID,2003,1,168.06
ID,2003,2,169.19
ID,2003,3,172.84
ID,2003,4,175.11
ID,2004,1,178.38
ID,2004,2,184.65
ID,2004,3,191.02
ID,2004,4,193.78
ID,2005,1,202.40
ID,2005,2,207.62
ID,2005,3,218.04
ID,2005,4,229.89
ID,2006,1,237.12
ID,2006,2,247.33
ID,2006,3,250.74
ID,2006,4,258.49
ID,2007,1,261.32
ID,2007,2,263.81
ID,2007,3,263.16
ID,2007,4,261.99
ID,2008,1,261.80
ID,2008,2,252.20
ID,2008,3,246.30
ID,2008,4,236.83
ID,2009,1,239.76
ID,2009,2,233.92
ID,2009,3,225.03
ID,2009,4,220.07
ID,2010,1,210.16
ID,2010,2,205.78
ID,2010,3,199.18
ID,2010,4,190.60
ID,2011,1,182.15
ID,2011,2,179.93
ID,2011,3,184.79
ID,2011,4,183.19
ID,2012,1,188.24
ID,2012,2,199.40
ID,2012,3,201.65
ID,2012,4,208.65
ID,2013,1,214.17
ID,2013,2,216.70
ID,2013,3,221.34
ID,2013,4,223.51
IL,1991,1,100.00
IL,1991,2,100.31
IL,1991,3,101.12
IL,1991,4,102.32
IL,1992,1,103.34
IL,1992,2,104.41
IL,1992,3,104.81
IL,1992,4,106.72
IL,1993,1,107.47
IL,1993,2,108.37
IL,1993,3,110.03
IL,1993,4,110.75
IL,1994,1,112.82
IL,1994,2,114.02
IL,1994,3,114.75
IL,1994,4,115.66
IL,1995,1,116.27
IL,1995,2,117.56
IL,1995,3,118.54
IL,1995,4,119.08
IL,1996,1,120.25
IL,1996,2,121.30
IL,1996,3,121.66
IL,1996,4,122.50
IL,1997,1,122.83
IL,1997,2,123.53
IL,1997,3,124.16
IL,1997,4,124.78
IL,1998,1,125.74
IL,1998,2,126.42
IL,1998,3,127.83
IL,1998,4,129.94
IL,1999,1,131.39
IL,1999,2,132.97
IL,1999,3,135.04
IL,1999,4,136.95
IL,2000,1,138.88
IL,2000,2,141.24
IL,2000,3,143.70
IL,2000,4,145.80
IL,2001,1,148.72
IL,2001,2,151.14
IL,2001,3,153.54
IL,2001,4,155.66
IL,2002,1,158.39
IL,2002,2,161.10
IL,2002,3,163.65
IL,2002,4,166.74
IL,2003,1,169.43
IL,2003,2,172.52
IL,2003,3,175.35
IL,2003,4,178.99
IL,2004,1,181.60
IL,2004,2,184.52
IL,2004,3,188.03
IL,2004,4,190.70
IL,2005,1,194.06
IL,2005,2,197.31
IL,2005,3,200.85
IL,2005,4,204.00
IL,2006,1,207.50
IL,2006,2,209.68
IL,2006,3,210.16
IL,2006,4,211.09
IL,2007,1,215.14
IL,2007,2,212.44
IL,2007,3,210.26
IL,2007,4,209.03
IL,2008,1,206.09
IL,2008,2,202.25
IL,2008,3,197.12
IL,2008,4,193.76
IL,2009,1,190.09
IL,2009,2,186.88
IL,2009,3,186.98
IL,2009,4,184.07
IL,2010,1,183.03
IL,2010,2,182.24
IL,2010,3,178.32
IL,2010,4,177.04
IL,2011,1,172.22
IL,2011,2,168.59
IL,2011,3,169.44
IL,2011,4,167.14
IL,2012,1,167.89
IL,2012,2,168.52
IL,2012,3,169.22
IL,2012,4,168.60
IL,2013,1,170.76
IL,2013,2,175.26
IL,2013,3,176.19
IL,2013,4,180.03
IN,1991,1,100.00
IN,1991,2,99.76
IN,1991,3,100.33
IN,1991,4,101.14
IN,1992,1,102.12
IN,1992,2,103.58
IN,1992,3,104.72
IN,1992,4,105.62
IN,1993,1,106.84
IN,1993,2,108.11
IN,1993,3,109.46
IN,1993,4,111.22
IN,1994,1,112.41
IN,1994,2,113.43
IN,1994,3,114.48
IN,1994,4,115.80
IN,1995,1,118.06
IN,1995,2,118.19
IN,1995,3,120.00
IN,1995,4,120.84
IN,1996,1,122.25
IN,1996,2,123.75
IN,1996,3,124.96
IN,1996,4,126.03
IN,1997,1,126.08
IN,1997,2,127.27
IN,1997,3,128.03
IN,1997,4,129.04
IN,1998,1,130.07
IN,1998,2,131.33
IN,1998,3,132.22
IN,1998,4,134.37
IN,1999,1,135.18
IN,1999,2,136.01
IN,1999,3,137.78
IN,1999,4,138.28
IN,2000,1,140.61
IN,2000,2,141.08
IN,2000,3,142.34
IN,2000,4,142.48
IN,2001,1,143.91
IN,2001,2,144.74
IN,2001,3,145.19
IN,2001,4,147.39
IN,2002,1,147.94
IN,2002,2,148.36
IN,2002,3,149.12
IN,2002,4,149.59
IN,2003,1,151.63
IN,2003,2,152.26
IN,2003,3,153.52
IN,2003,4,154.91
IN,2004,1,155.51
IN,2004,2,158.02
IN,2004,3,159.10
IN,2004,4,160.12
IN,2005,1,161.29
IN,2005,2,162.30
IN,2005,3,163.07
IN,2005,4,165.82
IN,2006,1,165.88
IN,2006,2,166.81
IN,2006,3,167.38
IN,2006,4,167.91
IN,2007,1,169.21
IN,2007,2,169.47
IN,2007,3,169.33
IN,2007,4,166.12
IN,2008,1,166.42
IN,2008,2,163.71
IN,2008,3,163.52
IN,2008,4,159.02
IN,2009,1,160.42
IN,2009,2,160.28
IN,2009,3,158.58
IN,2009,4,160.51
IN,2010,1,158.33
IN,2010,2,158.66
IN,2010,3,158.42
IN,2010,4,157.41
IN,2011,1,156.23
IN,2011,2,156.72
IN,2011,3,157.67
IN,2011,4,158.32
IN,2012,1,157.83
IN,2012,2,159.71
IN,2012,3,159.09
IN,2012,4,161.60
IN,2013,1,163.66
IN,2013,2,165.07
IN,2013,3,168.00
IN,2013,4,168.39
KS,1991,1,100.00
KS,1991,2,99.51
KS,1991,3,99.17
KS,1991,4,100.64
KS,1992,1,101.43
KS,1992,2,101.60
KS,1992,3,103.11
KS,1992,4,104.19
KS,1993,1,105.13
KS,1993,2,106.47
KS,1993,3,108.55
KS,1993,4,110.40
KS,1994,1,112.35
KS,1994,2,114.49
KS,1994,3,115.39
KS,1994,4,116.49
KS,1995,1,118.42
KS,1995,2,119.77
KS,1995,3,121.20
KS,1995,4,123.22
KS,1996,1,123.93
KS,1996,2,125.71
KS,1996,3,126.81
KS,1996,4,126.99
KS,1997,1,127.66
KS,1997,2,129.66
KS,1997,3,131.55
KS,1997,4,133.53
KS,1998,1,135.73
KS,1998,2,136.24
KS,1998,3,138.23
KS,1998,4,142.53
KS,1999,1,144.31
KS,1999,2,145.52
KS,1999,3,146.78
KS,1999,4,147.28
KS,2000,1,149.87
KS,2000,2,151.32
KS,2000,3,153.16
KS,2000,4,153.93
KS,2001,1,155.40
KS,2001,2,158.06
KS,2001,3,159.35
KS,2001,4,162.00
KS,2002,1,162.54
KS,2002,2,163.87
KS,2002,3,165.41
KS,2002,4,167.24
KS,2003,1,169.02
KS,2003,2,169.13
KS,2003,3,172.47
KS,2003,4,173.48
KS,2004,1,176.01
KS,2004,2,178.21
KS,2004,3,179.10
KS,2004,4,180.90
KS,2005,1,182.64
KS,2005,2,184.58
KS,2005,3,186.25
KS,2005,4,188.08
KS,2006,1,191.81
KS,2006,2,191.61
KS,2006,3,194.33
KS,2006,4,195.83
KS,2007,1,197.65
KS,2007,2,199.05
KS,2007,3,199.53
KS,2007,4,198.63
KS,2008,1,198.15
KS,2008,2,197.38
KS,2008,3,195.31
KS,2008,4,194.79
KS,2009,1,196.83
KS,2009,2,193.47
KS,2009,3,194.94
KS,2009,4,196.31
KS,2010,1,191.81
KS,2010,2,195.01
KS,2010,3,190.94
KS,2010,4,189.49
KS,2011,1,185.37
KS,2011,2,186.15
KS,2011,3,186.72
KS,2011,4,187.29
KS,2012,1,190.06
KS,2012,2,189.83
KS,2012,3,191.32
KS,2012,4,192.05
KS,2013,1,193.12
KS,2013,2,196.49
KS,2013,3,198.08
KS,2013,4,197.51
KY,1991,1,100.00
KY,1991,2,100.33
KY,1991,3,100.20
KY,1991,4,101.68
KY,1992,1,103.17
KY,1992,2,103.40
KY,1992,3,105.44
KY,1992,4,106.86
KY,1993,1,107.52
KY,1993,2,109.51
KY,1993,3,110.46
KY,1993,4,111.60
KY,1994,1,114.26
KY,1994,2,115.39
KY,1994,3,116.94
KY,1994,4,117.85
KY,1995,1,118.84
KY,1995,2,120.36
KY,1995,3,121.41
KY,1995,4,123.46
KY,1996,1,123.59
KY,1996,2,125.24
KY,1996,3,126.90
KY,1996,4,128.01
KY,1997,1,129.55
KY,1997,2,130.25
KY,1997,3,131.39
KY,1997,4,132.01
KY,1998,1,132.88
KY,1998,2,135.30
KY,1998,3,136.33
KY,1998,4,138.48
KY,1999,1,140.40
KY,1999,2,141.90
KY,1999,3,143.92
KY,1999,4,145.16
KY,2000,1,147.53
KY,2000,2,148.33
KY,2000,3,149.54
KY,2000,4,150.72
KY,2001,1,151.84
KY,2001,2,153.31
KY,2001,3,154.64
KY,2001,4,156.17
KY,2002,1,156.80
KY,2002,2,158.81
KY,2002,3,159.28
KY,2002,4,161.98
KY,2003,1,163.38
KY,2003,2,165.37
KY,2003,3,167.67
KY,2003,4,169.02
KY,2004,1,172.53
KY,2004,2,172.93
KY,2004,3,174.67
KY,2004,4,177.30
KY,2005,1,178.54
KY,2005,2,180.64
KY,2005,3,182.95
KY,2005,4,184.56
KY,2006,1,187.95
KY,2006,2,187.74
KY,2006,3,188.89
KY,2006,4,189.75
KY,2007,1,191.39
KY,2007,2,192.94
KY,2007,3,191.75
KY,2007,4,192.17
KY,2008,1,190.96
KY,2008,2,191.51
KY,2008,3,190.92
KY,2008,4,188.56
KY,2009,1,189.10
KY,2009,2,188.89
KY,2009,3,188.47
KY,2009,4,188.85
KY,2010,1,187.98
KY,2010,2,186.74
KY,2010,3,187.51
KY,2010,4,188.51
KY,2011,1,185.15
KY,2011,2,183.76
KY,2011,3,183.54
KY,2011,4,183.44
KY,2012,1,186.58
KY,2012,2,188.99
KY,2012,3,187.29
KY,2012,4,190.39
KY,2013,1,191.41
KY,2013,2,193.21
KY,2013,3,195.93
KY,2013,4,196.12
LA,1991,1,100.00
LA,1991,2,101.94
LA,1991,3,103.50
LA,1991,4,104.14
LA,1992,1,105.68
LA,1992,2,107.04
LA,1992,3,108.24
LA,1992,4,110.39
LA,1993,1,111.61
LA,1993,2,112.69
LA,1993,3,115.37
LA,1993,4,118.17
LA,1994,1,120.04
LA,1994,2,121.68
LA,1994,3,123.22
LA,1994,4,122.03
LA,1995,1,123.74
LA,1995,2,126.51
LA,1995,3,128.19
LA,1995,4,129.69
LA,1996,1,131.95
LA,1996,2,132.93
LA,1996,3,133.71
LA,1996,4,135.55
LA,1997,1,136.85
LA,1997,2,137.67
LA,1997,3,138.77
LA,1997,4,140.35
LA,1998,1,142.40
LA,1998,2,143.72
LA,1998,3,146.06
LA,1998,4,148.03
LA,1999,1,148.29
LA,1999,2,149.94
LA,1999,3,151.67
LA,1999,4,152.12
LA,2000,1,154.08
LA,2000,2,156.09
LA,2000,3,156.52
LA,2000,4,156.95
LA,2001,1,158.92
LA,2001,2,160.31
LA,2001,3,162.27
LA,2001,4,164.66
LA,2002,1,164.28
LA,2002,2,167.26
LA,2002,3,169.04
LA,2002,4,171.40
LA,2003,1,174.11
LA,2003,2,175.26
LA,2003,3,178.28
LA,2003,4,180.94
LA,2004,1,183.13
LA,2004,2,186.92
LA,2004,3,189.40
LA,2004,4,191.92
LA,2005,1,194.58
LA,2005,2,198.58
LA,2005,3,201.77
LA,2005,4,212.86
LA,2006,1,218.39
LA,2006,2,222.61
LA,2006,3,226.60
LA,2006,4,229.89
LA,2007,1,232.93
LA,2007,2,234.56
LA,2007,3,235.99
LA,2007,4,235.21
LA,2008,1,233.85
LA,2008,2,232.49
LA,2008,3,230.25
LA,2008,4,228.78
LA,2009,1,230.12
LA,2009,2,229.92
LA,2009,3,227.16
LA,2009,4,229.44
LA,2010,1,229.52
LA,2010,2,228.63
LA,2010,3,229.69
LA,2010,4,226.56
LA,2011,1,223.40
LA,2011,2,224.09
LA,2011,3,223.94
LA,2011,4,224.72
LA,2012,1,224.11
LA,2012,2,228.09
LA,2012,3,231.94
LA,2012,4,232.59
LA,2013,1,240.26
LA,2013,2,240.42
LA,2013,3,240.75
LA,2013,4,243.61
MA,1991,1,100.00
MA,1991,2,98.04
MA,1991,3,96.92
MA,1991,4,97.52
MA,1992,1,98.61
MA,1992,2,95.86
MA,1992,3,96.46
MA,1992,4,96.77
MA,1993,1,95.04
MA,1993,2,96.30
MA,1993,3,96.72
MA,1993,4,96.65
MA,1994,1,97.15
MA,1994,2,97.48
MA,1994,3,97.67
MA,1994,4,98.34
MA,1995,1,98.62
MA,1995,2,98.95
MA,1995,3,99.58
MA,1995,4,100.16
MA,1996,1,101.49
MA,1996,2,102.63
MA,1996,3,103.53
MA,1996,4,104.83
MA,1997,1,104.99
MA,1997,2,107.26
MA,1997,3,108.54
MA,1997,4,110.86
MA,1998,1,113.29
MA,1998,2,116.17
MA,1998,3,119.09
MA,1998,4,121.80
MA,1999,1,125.26
MA,1999,2,129.05
MA,1999,3,133.07
MA,1999,4,137.06
MA,2000,1,141.57
MA,2000,2,147.13
MA,2000,3,151.61
MA,2000,4,157.57
MA,2001,1,163.72
MA,2001,2,168.89
MA,2001,3,173.89
MA,2001,4,178.54
MA,2002,1,183.68
MA,2002,2,190.37
MA,2002,3,197.63
MA,2002,4,203.44
MA,2003,1,207.53
MA,2003,2,212.16
MA,2003,3,216.23
MA,2003,4,224.35
MA,2004,1,228.98
MA,2004,2,234.03
MA,2004,3,239.74
MA,2004,4,244.55
MA,2005,1,248.69
MA,2005,2,252.70
MA,2005,3,253.94
MA,2005,4,253.81
MA,2006,1,252.75
MA,2006,2,248.53
MA,2006,3,246.10
MA,2006,4,243.16
MA,2007,1,240.44
MA,2007,2,241.17
MA,2007,3,237.91
MA,2007,4,234.81
MA,2008,1,231.78
MA,2008,2,225.73
MA,2008,3,222.75
MA,2008,4,221.37
MA,2009,1,223.71
MA,2009,2,220.43
MA,2009,3,219.12
MA,2009,4,219.51
MA,2010,1,219.35
MA,2010,2,218.44
MA,2010,3,217.29
MA,2010,4,217.42
MA,2011,1,213.05
MA,2011,2,214.08
MA,2011,3,213.85
MA,2011,4,212.66
MA,2012,1,211.99
MA,2012,2,213.73
MA,2012,3,215.65
MA,2012,4,217.75
MA,2013,1,221.69
MA,2013,2,225.63
MA,2013,3,229.17
MA,2013,4,232.61
MD,1991,1,100.00
MD,1991,2,100.18
MD,1991,3,99.75
MD,1991,4,101.10
MD,1992,1,102.95
MD,1992,2,100.56
MD,1992,3,102.27
MD,1992,4,102.22
MD,1993,1,101.31
MD,1993,2,101.37
MD,1993,3,102.05
MD,1993,4,102.00
MD,1994,1,102.08
MD,1994,2,102.91
MD,1994,3,101.90
MD,1994,4,101.54
MD,1995,1,101.57
MD,1995,2,100.85
MD,1995,3,102.20
MD,1995,4,102.19
MD,1996,1,102.59
MD,1996,2,102.32
MD,1996,3,102.46
MD,1996,4,102.26
MD,1997,1,102.79
MD,1997,2,102.37
MD,1997,3,102.75
MD,1997,4,103.91
MD,1998,1,104.57
MD,1998,2,105.11
MD,1998,3,105.62
MD,1998,4,107.16
MD,1999,1,109.24
MD,1999,2,110.54
MD,1999,3,111.71
MD,1999,4,113.86
MD,2000,1,115.25
MD,2000,2,118.25
