state,yr,qtr,index_sa
SC,2009,4,190.19
SC,2010,1,187.88
SC,2010,2,183.29
SC,2010,3,178.02
SC,2010,4,181.40
SC,2011,1,171.35
SC,2011,2,171.46
SC,2011,3,172.72
SC,2011,4,177.88
SC,2012,1,174.28
SC,2012,2,178.22
SC,2012,3,177.94
SC,2012,4,177.15
SC,2013,1,181.55
SC,2013,2,184.66
SC,2013,3,188.70
SC,2013,4,188.98
SD,1991,1,100.00
SD,1991,2,102.47
SD,1991,3,103.18
SD,1991,4,102.60
SD,1992,1,107.51
SD,1992,2,106.61
SD,1992,3,109.77
SD,1992,4,111.63
SD,1993,1,113.22
SD,1993,2,115.84
SD,1993,3,117.68
SD,1993,4,120.57
SD,1994,1,122.75
SD,1994,2,124.43
SD,1994,3,125.22
SD,1994,4,128.72
SD,1995,1,125.92
SD,1995,2,130.41
SD,1995,3,129.54
SD,1995,4,132.44
SD,1996,1,134.09
SD,1996,2,133.81
SD,1996,3,137.71
SD,1996,4,137.65
SD,1997,1,136.98
SD,1997,2,140.10
SD,1997,3,141.79
SD,1997,4,142.17
SD,1998,1,145.95
SD,1998,2,145.29
SD,1998,3,145.40
SD,1998,4,146.17
SD,1999,1,150.94
SD,1999,2,151.06
SD,1999,3,152.35
SD,1999,4,154.25
SD,2000,1,156.18
SD,2000,2,158.72
SD,2000,3,161.02
SD,2000,4,160.80
SD,2001,1,162.67
SD,2001,2,164.86
SD,2001,3,166.94
SD,2001,4,170.09
SD,2002,1,168.92
SD,2002,2,173.20
SD,2002,3,171.94
SD,2002,4,175.53
SD,2003,1,176.32
SD,2003,2,178.84
SD,2003,3,183.40
SD,2003,4,184.86
SD,2004,1,186.86
SD,2004,2,189.08
SD,2004,3,194.05
SD,2004,4,194.62
SD,2005,1,198.55
SD,2005,2,202.46
SD,2005,3,202.35
SD,2005,4,209.92
SD,2006,1,208.94
SD,2006,2,212.60
SD,2006,3,213.97
SD,2006,4,216.49
SD,2007,1,218.09
SD,2007,2,219.09
SD,2007,3,220.14
SD,2007,4,223.11
SD,2008,1,224.28
SD,2008,2,224.34
SD,2008,3,223.48
SD,2008,4,222.42
SD,2009,1,223.13
SD,2009,2,225.18
SD,2009,3,221.50
SD,2009,4,224.60
SD,2010,1,223.90
SD,2010,2,221.68
SD,2010,3,220.06
SD,2010,4,218.08
SD,2011,1,220.09
SD,2011,2,220.51
SD,2011,3,221.98
SD,2011,4,223.92
SD,2012,1,222.53
SD,2012,2,229.03
SD,2012,3,229.90
SD,2012,4,232.31
SD,2013,1,234.41
SD,2013,2,237.13
SD,2013,3,242.78
SD,2013,4,245.88
TN,1991,1,100.00
TN,1991,2,100.18
TN,1991,3,100.25
TN,1991,4,101.72
TN,1992,1,102.68
TN,1992,2,102.16
TN,1992,3,104.10
TN,1992,4,104.73
TN,1993,1,104.86
TN,1993,2,106.76
TN,1993,3,108.16
TN,1993,4,109.78
TN,1994,1,111.57
TN,1994,2,113.04
TN,1994,3,114.67
TN,1994,4,115.71
TN,1995,1,118.04
TN,1995,2,119.02
TN,1995,3,120.76
TN,1995,4,122.92
TN,1996,1,123.86
TN,1996,2,125.47
TN,1996,3,127.34
TN,1996,4,128.21
TN,1997,1,129.57
TN,1997,2,130.85
TN,1997,3,131.16
TN,1997,4,132.18
TN,1998,1,133.69
TN,1998,2,135.48
TN,1998,3,136.79
TN,1998,4,138.16
TN,1999,1,139.91
TN,1999,2,140.69
TN,1999,3,142.27
TN,1999,4,143.93
TN,2000,1,144.51
TN,2000,2,146.05
TN,2000,3,146.74
TN,2000,4,147.28
TN,2001,1,148.47
TN,2001,2,149.08
TN,2001,3,149.70
TN,2001,4,151.82
TN,2002,1,152.66
TN,2002,2,153.35
TN,2002,3,155.21
TN,2002,4,155.75
TN,2003,1,157.84
TN,2003,2,159.38
TN,2003,3,161.10
TN,2003,4,163.63
TN,2004,1,164.86
TN,2004,2,167.47
TN,2004,3,170.39
TN,2004,4,172.13
TN,2005,1,176.04
TN,2005,2,178.24
TN,2005,3,181.74
TN,2005,4,185.92
TN,2006,1,190.06
TN,2006,2,193.02
TN,2006,3,195.20
TN,2006,4,198.34
TN,2007,1,201.01
TN,2007,2,203.24
TN,2007,3,203.63
TN,2007,4,203.04
TN,2008,1,202.01
TN,2008,2,199.13
TN,2008,3,196.26
TN,2008,4,192.71
TN,2009,1,193.21
TN,2009,2,190.58
TN,2009,3,190.58
TN,2009,4,189.87
TN,2010,1,186.79
TN,2010,2,187.70
TN,2010,3,183.68
TN,2010,4,181.81
TN,2011,1,179.48
TN,2011,2,178.19
TN,2011,3,183.00
TN,2011,4,181.57
TN,2012,1,180.66
TN,2012,2,184.85
TN,2012,3,185.12
TN,2012,4,188.34
TN,2013,1,193.41
TN,2013,2,195.26
TN,2013,3,198.28
TN,2013,4,200.90
TX,1991,1,100.00
TX,1991,2,100.03
TX,1991,3,100.14
TX,1991,4,99.90
TX,1992,1,101.81
TX,1992,2,101.49
TX,1992,3,102.65
TX,1992,4,103.62
TX,1993,1,103.97
TX,1993,2,105.01
TX,1993,3,106.21
TX,1993,4,107.46
TX,1994,1,108.57
TX,1994,2,109.21
TX,1994,3,109.62
TX,1994,4,110.09
TX,1995,1,110.74
TX,1995,2,111.26
TX,1995,3,112.03
TX,1995,4,112.78
TX,1996,1,113.49
TX,1996,2,113.98
TX,1996,3,114.67
TX,1996,4,114.91
TX,1997,1,115.39
TX,1997,2,116.43
TX,1997,3,117.06
TX,1997,4,118.44
TX,1998,1,120.43
TX,1998,2,121.71
TX,1998,3,123.76
TX,1998,4,125.52
TX,1999,1,127.38
TX,1999,2,129.60
TX,1999,3,131.46
TX,1999,4,134.05
TX,2000,1,136.53
TX,2000,2,138.67
TX,2000,3,141.05
TX,2000,4,143.08
TX,2001,1,144.93
TX,2001,2,146.49
TX,2001,3,147.75
TX,2001,4,148.78
TX,2002,1,149.94
TX,2002,2,151.54
TX,2002,3,152.31
TX,2002,4,153.61
TX,2003,1,154.36
TX,2003,2,155.11
TX,2003,3,156.00
TX,2003,4,157.00
TX,2004,1,158.31
TX,2004,2,159.80
TX,2004,3,161.10
TX,2004,4,162.72
TX,2005,1,164.81
TX,2005,2,167.13
TX,2005,3,169.77
TX,2005,4,172.45
TX,2006,1,175.57
TX,2006,2,177.69
TX,2006,3,180.55
TX,2006,4,183.79
TX,2007,1,186.62
TX,2007,2,188.40
TX,2007,3,189.76
TX,2007,4,190.92
TX,2008,1,190.34
TX,2008,2,190.10
TX,2008,3,191.12
TX,2008,4,188.71
TX,2009,1,189.11
TX,2009,2,188.94
TX,2009,3,189.12
TX,2009,4,190.23
TX,2010,1,190.43
TX,2010,2,190.35
TX,2010,3,189.68
TX,2010,4,186.32
TX,2011,1,186.16
TX,2011,2,186.75
TX,2011,3,187.27
TX,2011,4,188.85
TX,2012,1,192.23
TX,2012,2,195.26
TX,2012,3,198.28
TX,2012,4,201.96
TX,2013,1,204.86
TX,2013,2,208.92
TX,2013,3,212.65
TX,2013,4,216.74
UT,1991,1,100.00
UT,1991,2,100.69
UT,1991,3,101.76
UT,1991,4,103.82
UT,1992,1,106.23
UT,1992,2,108.67
UT,1992,3,109.96
UT,1992,4,114.15
UT,1993,1,117.77
UT,1993,2,122.07
UT,1993,3,127.86
UT,1993,4,133.55
UT,1994,1,138.10
UT,1994,2,144.46
UT,1994,3,148.66
UT,1994,4,151.94
UT,1995,1,155.36
UT,1995,2,157.06
UT,1995,3,161.10
UT,1995,4,164.05
UT,1996,1,168.22
UT,1996,2,170.53
UT,1996,3,173.50
UT,1996,4,175.28
UT,1997,1,175.69
UT,1997,2,177.97
UT,1997,3,179.30
UT,1997,4,180.17
UT,1998,1,182.47
UT,1998,2,184.41
UT,1998,3,183.94
UT,1998,4,186.93
UT,1999,1,187.75
UT,1999,2,188.86
UT,1999,3,189.32
UT,1999,4,191.05
UT,2000,1,191.84
UT,2000,2,192.59
UT,2000,3,194.49
UT,2000,4,194.32
UT,2001,1,196.13
UT,2001,2,197.02
UT,2001,3,196.79
UT,2001,4,197.81
UT,2002,1,199.09
UT,2002,2,199.10
UT,2002,3,200.03
UT,2002,4,202.87
UT,2003,1,202.62
UT,2003,2,205.12
UT,2003,3,206.91
UT,2003,4,207.36
UT,2004,1,211.25
UT,2004,2,214.81
UT,2004,3,218.95
UT,2004,4,224.02
UT,2005,1,229.19
UT,2005,2,236.06
UT,2005,3,245.98
UT,2005,4,256.48
UT,2006,1,266.45
UT,2006,2,276.45
UT,2006,3,287.68
UT,2006,4,300.94
UT,2007,1,310.67
UT,2007,2,319.90
UT,2007,3,321.43
UT,2007,4,317.41
UT,2008,1,315.90
UT,2008,2,308.18
UT,2008,3,298.79
UT,2008,4,287.63
UT,2009,1,281.26
UT,2009,2,270.17
UT,2009,3,266.11
UT,2009,4,265.32
UT,2010,1,257.82
UT,2010,2,257.24
UT,2010,3,251.55
UT,2010,4,250.19
UT,2011,1,238.38
UT,2011,2,236.44
UT,2011,3,238.76
UT,2011,4,238.87
UT,2012,1,247.86
UT,2012,2,252.87
UT,2012,3,257.94
UT,2012,4,266.58
UT,2013,1,275.06
UT,2013,2,283.82
UT,2013,3,288.43
UT,2013,4,291.35
VA,1991,1,100.00
VA,1991,2,99.40
VA,1991,3,99.05
VA,1991,4,100.27
VA,1992,1,101.59
VA,1992,2,100.16
VA,1992,3,101.16
VA,1992,4,101.48
VA,1993,1,101.25
VA,1993,2,101.87
VA,1993,3,102.03
VA,1993,4,102.40
VA,1994,1,102.95
VA,1994,2,103.77
VA,1994,3,104.51
VA,1994,4,105.23
VA,1995,1,105.14
VA,1995,2,105.28
VA,1995,3,105.94
VA,1995,4,105.88
VA,1996,1,106.91
VA,1996,2,107.22
VA,1996,3,107.87
VA,1996,4,108.07
VA,1997,1,109.11
VA,1997,2,109.22
VA,1997,3,109.65
VA,1997,4,111.16
VA,1998,1,111.17
VA,1998,2,112.46
VA,1998,3,113.14
VA,1998,4,114.95
VA,1999,1,117.43
VA,1999,2,117.95
VA,1999,3,119.78
VA,1999,4,121.91
VA,2000,1,123.78
VA,2000,2,126.67
VA,2000,3,129.05
VA,2000,4,131.39
VA,2001,1,134.99
VA,2001,2,137.93
VA,2001,3,141.16
VA,2001,4,143.59
VA,2002,1,146.58
VA,2002,2,150.72
VA,2002,3,153.94
VA,2002,4,157.54
VA,2003,1,161.62
VA,2003,2,165.85
VA,2003,3,170.68
VA,2003,4,176.83
VA,2004,1,181.72
VA,2004,2,187.96
VA,2004,3,195.93
VA,2004,4,203.88
VA,2005,1,211.25
VA,2005,2,219.03
VA,2005,3,227.00
VA,2005,4,234.60
VA,2006,1,240.06
VA,2006,2,243.17
VA,2006,3,243.35
VA,2006,4,248.61
VA,2007,1,249.43
VA,2007,2,249.17
VA,2007,3,246.91
VA,2007,4,240.39
VA,2008,1,236.81
VA,2008,2,228.46
VA,2008,3,223.78
VA,2008,4,215.69
VA,2009,1,216.79
VA,2009,2,216.31
VA,2009,3,216.03
VA,2009,4,220.11
VA,2010,1,213.63
VA,2010,2,216.11
VA,2010,3,210.33
VA,2010,4,209.09
VA,2011,1,205.41
VA,2011,2,205.18
VA,2011,3,207.38
VA,2011,4,206.46
VA,2012,1,209.48
VA,2012,2,210.74
VA,2012,3,212.86
VA,2012,4,216.10
VA,2013,1,218.03
VA,2013,2,222.97
VA,2013,3,223.19
VA,2013,4,222.23
VT,1991,1,100.00
VT,1991,2,99.16
VT,1991,3,98.65
VT,1991,4,98.16
VT,1992,1,99.67
VT,1992,2,100.29
VT,1992,3,100.00
VT,1992,4,101.58
VT,1993,1,101.20
VT,1993,2,100.34
VT,1993,3,100.55
VT,1993,4,101.86
VT,1994,1,101.89
VT,1994,2,102.01
VT,1994,3,102.75
VT,1994,4,99.88
VT,1995,1,99.34
VT,1995,2,101.71
VT,1995,3,101.64
VT,1995,4,98.05
VT,1996,1,106.15
VT,1996,2,103.05
VT,1996,3,101.57
VT,1996,4,103.00
VT,1997,1,102.17
VT,1997,2,100.89
VT,1997,3,102.78
VT,1997,4,103.25
VT,1998,1,105.43
VT,1998,2,105.90
VT,1998,3,106.03
VT,1998,4,107.99
VT,1999,1,107.60
VT,1999,2,111.65
VT,1999,3,114.42
VT,1999,4,114.92
VT,2000,1,118.24
VT,2000,2,120.09
VT,2000,3,123.43
VT,2000,4,126.74
VT,2001,1,128.53
VT,2001,2,133.88
VT,2001,3,134.23
VT,2001,4,137.25
VT,2002,1,141.70
VT,2002,2,143.11
VT,2002,3,146.96
VT,2002,4,149.48
VT,2003,1,152.08
VT,2003,2,153.64
VT,2003,3,159.05
VT,2003,4,163.32
VT,2004,1,168.72
VT,2004,2,177.56
VT,2004,3,181.46
VT,2004,4,187.15
VT,2005,1,193.10
VT,2005,2,197.80
VT,2005,3,203.92
VT,2005,4,207.22
VT,2006,1,207.22
VT,2006,2,212.61
VT,2006,3,213.66
VT,2006,4,217.70
VT,2007,1,215.41
VT,2007,2,217.65
VT,2007,3,218.31
VT,2007,4,216.20
VT,2008,1,217.94
VT,2008,2,212.28
VT,2008,3,209.93
VT,2008,4,211.95
VT,2009,1,208.85
VT,2009,2,213.33
VT,2009,3,213.44
VT,2009,4,209.46
VT,2010,1,209.76
VT,2010,2,204.93
VT,2010,3,203.57
VT,2010,4,202.20
VT,2011,1,205.46
VT,2011,2,204.33
VT,2011,3,203.83
VT,2011,4,208.71
VT,2012,1,207.11
VT,2012,2,205.91
VT,2012,3,209.84
VT,2012,4,205.10
VT,2013,1,207.99
VT,2013,2,211.40
VT,2013,3,215.48
VT,2013,4,219.53
WA,1991,1,100.00
WA,1991,2,100.86
WA,1991,3,100.73
WA,1991,4,103.07
WA,1992,1,103.91
WA,1992,2,104.50
WA,1992,3,106.40
WA,1992,4,107.61
WA,1993,1,108.45
WA,1993,2,109.74
WA,1993,3,111.61
WA,1993,4,113.46
WA,1994,1,115.10
WA,1994,2,116.97
WA,1994,3,117.95
WA,1994,4,118.86
WA,1995,1,120.14
WA,1995,2,118.96
WA,1995,3,119.48
WA,1995,4,120.22
WA,1996,1,120.96
WA,1996,2,121.75
WA,1996,3,122.58
WA,1996,4,123.13
WA,1997,1,124.42
WA,1997,2,126.04
WA,1997,3,128.64
WA,1997,4,130.02
WA,1998,1,132.50
WA,1998,2,135.67
WA,1998,3,137.27
WA,1998,4,139.70
WA,1999,1,141.44
WA,1999,2,143.94
WA,1999,3,145.46
WA,1999,4,147.98
WA,2000,1,150.01
WA,2000,2,151.02
WA,2000,3,152.84
WA,2000,4,154.92
WA,2001,1,157.20
WA,2001,2,158.59
WA,2001,3,160.92
WA,2001,4,162.21
WA,2002,1,164.99
WA,2002,2,166.96
WA,2002,3,168.37
WA,2002,4,171.94
WA,2003,1,173.90
WA,2003,2,176.38
WA,2003,3,179.96
WA,2003,4,184.41
WA,2004,1,189.78
WA,2004,2,195.73
WA,2004,3,200.62
WA,2004,4,208.21
WA,2005,1,214.25
WA,2005,2,224.34
WA,2005,3,235.23
WA,2005,4,243.49
WA,2006,1,252.07
WA,2006,2,260.09
WA,2006,3,265.85
WA,2006,4,271.57
WA,2007,1,278.60
WA,2007,2,279.65
WA,2007,3,281.41
WA,2007,4,279.53
WA,2008,1,274.14
WA,2008,2,270.00
WA,2008,3,263.64
WA,2008,4,253.30
WA,2009,1,252.10
WA,2009,2,243.35
WA,2009,3,237.92
WA,2009,4,237.98
WA,2010,1,237.06
WA,2010,2,233.65
WA,2010,3,227.85
WA,2010,4,222.48
WA,2011,1,217.03
WA,2011,2,210.15
WA,2011,3,208.59
WA,2011,4,205.57
WA,2012,1,207.10
WA,2012,2,213.11
WA,2012,3,215.38
WA,2012,4,224.46
WA,2013,1,228.39
WA,2013,2,233.79
WA,2013,3,240.27
WA,2013,4,239.68
WI,1991,1,100.00
WI,1991,2,101.10
WI,1991,3,102.72
WI,1991,4,103.67
WI,1992,1,105.38
WI,1992,2,107.92
WI,1992,3,109.19
WI,1992,4,111.52
WI,1993,1,113.62
WI,1993,2,115.61
WI,1993,3,118.31
WI,1993,4,120.77
WI,1994,1,123.38
WI,1994,2,125.23
WI,1994,3,126.25
WI,1994,4,128.07
WI,1995,1,129.10
WI,1995,2,130.37
WI,1995,3,132.06
WI,1995,4,133.46
WI,1996,1,134.46
WI,1996,2,136.24
WI,1996,3,136.78
WI,1996,4,137.61
WI,1997,1,138.98
WI,1997,2,139.79
WI,1997,3,141.68
WI,1997,4,142.30
WI,1998,1,143.67
WI,1998,2,145.48
WI,1998,3,147.42
WI,1998,4,149.37
WI,1999,1,151.08
WI,1999,2,153.76
WI,1999,3,155.42
WI,1999,4,157.64
WI,2000,1,160.62
WI,2000,2,162.65
WI,2000,3,164.88
WI,2000,4,166.87
WI,2001,1,169.39
WI,2001,2,171.78
WI,2001,3,173.79
WI,2001,4,176.57
WI,2002,1,178.25
WI,2002,2,180.68
WI,2002,3,184.48
WI,2002,4,186.83
WI,2003,1,189.83
WI,2003,2,192.38
WI,2003,3,195.31
WI,2003,4,199.53
WI,2004,1,203.00
WI,2004,2,205.76
WI,2004,3,209.90
WI,2004,4,213.21
WI,2005,1,214.09
WI,2005,2,218.90
WI,2005,3,221.52
WI,2005,4,223.56
WI,2006,1,225.66
WI,2006,2,226.56
WI,2006,3,227.08
WI,2006,4,227.52
WI,2007,1,227.99
WI,2007,2,228.70
WI,2007,3,227.51
WI,2007,4,225.48
WI,2008,1,225.30
WI,2008,2,222.24
WI,2008,3,219.82
WI,2008,4,217.04
WI,2009,1,221.73
WI,2009,2,216.26
WI,2009,3,212.74
WI,2009,4,211.75
WI,2010,1,208.71
WI,2010,2,208.12
WI,2010,3,206.60
WI,2010,4,207.68
WI,2011,1,199.87
WI,2011,2,198.64
WI,2011,3,199.59
WI,2011,4,200.34
WI,2012,1,200.36
WI,2012,2,199.70
WI,2012,3,200.47
WI,2012,4,200.33
WI,2013,1,203.39
WI,2013,2,207.56
WI,2013,3,209.31
WI,2013,4,211.27
WV,1991,1,100.00
WV,1991,2,99.92
WV,1991,3,100.37
WV,1991,4,103.30
WV,1992,1,103.23
WV,1992,2,107.16
WV,1992,3,105.88
WV,1992,4,107.45
WV,1993,1,108.13
WV,1993,2,111.73
WV,1993,3,113.76
WV,1993,4,113.41
WV,1994,1,116.46
WV,1994,2,117.51
WV,1994,3,120.04
WV,1994,4,121.69
WV,1995,1,123.92
WV,1995,2,122.21
WV,1995,3,123.17
WV,1995,4,126.04
WV,1996,1,126.53
WV,1996,2,126.56
WV,1996,3,128.29
WV,1996,4,126.53
WV,1997,1,126.61
WV,1997,2,130.17
WV,1997,3,129.48
WV,1997,4,130.36
WV,1998,1,131.01
WV,1998,2,133.06
WV,1998,3,132.12
WV,1998,4,134.26
WV,1999,1,135.11
WV,1999,2,134.67
WV,1999,3,136.40
WV,1999,4,137.42
WV,2000,1,136.46
WV,2000,2,138.64
WV,2000,3,138.89
WV,2000,4,138.27
WV,2001,1,140.92
WV,2001,2,138.69
WV,2001,3,140.81
WV,2001,4,142.49
WV,2002,1,145.44
WV,2002,2,146.17
WV,2002,3,147.10
WV,2002,4,149.96
WV,2003,1,150.87
WV,2003,2,154.03
WV,2003,3,154.50
WV,2003,4,156.08
WV,2004,1,160.66
WV,2004,2,162.19
WV,2004,3,166.10
WV,2004,4,171.60
WV,2005,1,171.00
WV,2005,2,175.32
WV,2005,3,178.92
WV,2005,4,180.93
WV,2006,1,183.81
WV,2006,2,184.89
WV,2006,3,187.32
WV,2006,4,187.63
WV,2007,1,192.47
WV,2007,2,190.49
WV,2007,3,194.38
WV,2007,4,193.25
WV,2008,1,192.14
WV,2008,2,194.27
WV,2008,3,189.07
WV,2008,4,191.56
WV,2009,1,187.61
WV,2009,2,190.56
WV,2009,3,186.53
WV,2009,4,186.84
WV,2010,1,185.56
WV,2010,2,190.11
WV,2010,3,191.14
WV,2010,4,188.09
WV,2011,1,186.94
WV,2011,2,181.48
WV,2011,3,186.78
WV,2011,4,185.55
WV,2012,1,194.98
WV,2012,2,187.98
WV,2012,3,188.87
WV,2012,4,200.06
WV,2013,1,194.82
WV,2013,2,197.22
WV,2013,3,198.06
WV,2013,4,196.49
WY,1991,1,100.00
WY,1991,2,103.01
WY,1991,3,104.32
WY,1991,4,105.14
WY,1992,1,107.03
WY,1992,2,108.02
WY,1992,3,109.04
WY,1992,4,112.49
WY,1993,1,112.37
WY,1993,2,115.07
WY,1993,3,119.02
WY,1993,4,122.93
WY,1994,1,127.36
WY,1994,2,128.48
WY,1994,3,132.10
WY,1994,4,134.40
WY,1995,1,136.92
WY,1995,2,139.58
WY,1995,3,139.75
WY,1995,4,143.79
WY,1996,1,144.94
WY,1996,2,145.44
WY,1996,3,146.24
WY,1996,4,146.07
WY,1997,1,146.81
WY,1997,2,149.49
WY,1997,3,149.61
WY,1997,4,150.62
WY,1998,1,152.60
WY,1998,2,153.20
WY,1998,3,154.84
WY,1998,4,155.03
WY,1999,1,156.43
WY,1999,2,156.43
WY,1999,3,159.78
WY,1999,4,161.02
WY,2000,1,162.64
WY,2000,2,165.26
WY,2000,3,164.00
WY,2000,4,169.32
WY,2001,1,168.77
WY,2001,2,171.74
WY,2001,3,174.58
WY,2001,4,179.74
WY,2002,1,183.71
WY,2002,2,187.57
WY,2002,3,189.35
WY,2002,4,193.76
WY,2003,1,193.19
WY,2003,2,200.86
WY,2003,3,206.08
WY,2003,4,208.57
WY,2004,1,215.77
WY,2004,2,218.78
WY,2004,3,224.66
WY,2004,4,229.21
WY,2005,1,235.46
WY,2005,2,241.58
WY,2005,3,250.16
WY,2005,4,258.73
WY,2006,1,267.64
WY,2006,2,272.95
WY,2006,3,278.06
WY,2006,4,292.79
WY,2007,1,295.42
WY,2007,2,302.62
WY,2007,3,305.61
WY,2007,4,303.40
WY,2008,1,304.85
WY,2008,2,300.81
WY,2008,3,301.66
WY,2008,4,303.24
WY,2009,1,287.92
WY,2009,2,291.50
WY,2009,3,289.55
WY,2009,4,285.39
WY,2010,1,284.19
WY,2010,2,283.44
WY,2010,3,277.22
WY,2010,4,279.56
WY,2011,1,283.56
WY,2011,2,284.96
WY,2011,3,283.99
WY,2011,4,276.31
WY,2012,1,285.75
WY,2012,2,290.47
WY,2012,3,295.85
WY,2012,4,298.69
WY,2013,1,292.37
WY,2013,2,298.21
WY,2013,3,303.54
WY,2013,4,308.37
